sample	samples	sample_type	TP53	BRCA1	SFRS2	ATF4	SLC7A11	WT1	PBRM1	BAP1	CDH1	CIC	RB1	STK11	SMAD4	NF1
TCGA-D8-A1JD-01	TCGA-D8-A1JD-01	Primary Tumor	-0.3167	0.983	-0.03414	-0.6752	0.932	3.273	0.5298	-0.3756	1.811	-0.2861	-0.5183	9.559	0.05152	0.8629
TCGA-B6-A0WZ-01	TCGA-B6-A0WZ-01	Primary Tumor	-0.3173	0.1714	-0.07424	0.02425	-2.627	0.2696	-0.1178	-0.1769	1.693	0.1686	-0.3141	10.58	-0.7236	0.1652
TCGA-D8-A1XY-01	TCGA-D8-A1XY-01	Primary Tumor	-0.3201	0.6697	-0.6428	-0.1381	-0.3544	1.704	0.7251	-0.5923	1.966	-0.5334	-0.4741	9.266	0.07342	0.9857
TCGA-E9-A1NE-01	TCGA-E9-A1NE-01	Primary Tumor	-0.3271	0.2973	-0.2379	-1.001	-1.794	-2.03	0.6156	-0.909	3.074	-0.4346	0.1995	9.934	0.2132	0.9123
TCGA-W8-A86G-01	TCGA-W8-A86G-01	Primary Tumor	-0.328	-1.035	0.1875	0.3001	-1.101	-0.3192	-0.1775	0.03858	0.1452	0.6652	-0.4431	10.97	0.001818	-0.2141
TCGA-S3-A6ZF-01	TCGA-S3-A6ZF-01	Primary Tumor	-0.3358	1.176	-0.03734	-0.284	-1.085	-0.2132	0.2335	-0.4379	2.484	-0.5493	0.6452	9.599	-0.6179	0.5417
TCGA-E2-A15R-01	TCGA-E2-A15R-01	Primary Tumor	-0.3412	1.787	-0.5213	-0.7429	-1.983	-2.13	1.31	0.006982	1.911	-0.08086	-0.5244	9.795	1.138	0.8566
TCGA-D8-A1JN-01	TCGA-D8-A1JN-01	Primary Tumor	-0.3437	-1.884	-0.1014	0.5863	0.2603	-3.254	0.892	-0.1432	-2.428	-0.3273	0.4748	9.926	-0.347	-2.004
TCGA-EW-A1J5-01	TCGA-EW-A1J5-01	Primary Tumor	-0.372	1.577	0.03166	-0.08445	-0.283	-0.6067	0.8593	0.02018	-1.464	-0.05746	0.6658	9.899	0.6615	1.243
TCGA-A2-A3KD-01	TCGA-A2-A3KD-01	Primary Tumor	-0.3919	0.1937	-0.2729	0.06775	-1.044	7.711	0.5839	-0.115	2.394	0.3596	0.1362	10.03	0.1409	0.9463
TCGA-BH-A0BZ-01	TCGA-BH-A0BZ-01	Primary Tumor	-0.396	0.6503	0.06186	-0.4655	-1.939	1.751	0.3415	-0.1378	2.189	-0.3257	-0.2718	9.835	-0.7041	0.03846
TCGA-D8-A1X9-01	TCGA-D8-A1X9-01	Primary Tumor	-0.4158	1.662	-0.5723	-0.5586	-0.7074	0.4624	1.035	0.01088	3.122	-0.4764	0.2735	8.833	-0.07248	1.21
TCGA-OL-A5S0-01	TCGA-OL-A5S0-01	Primary Tumor	-0.4183	-0.06259	0.0001594	1.045	-1.607	3.266	-0.5792	-0.07882	0.4941	0.1976	-2.533	10.4	-0.5477	-0.6051
TCGA-A2-A04R-01	TCGA-A2-A04R-01	Primary Tumor	-0.4316	1.275	0.3693	-0.3659	-1.017	-2.468	0.8712	-0.3202	2.846	-0.4233	-0.2597	10.29	0.5718	0.3785
TCGA-AC-A8OS-01	TCGA-AC-A8OS-01	Primary Tumor	-0.4384	-0.9206	-0.06414	0.3006	-0.7691	2.67	0.8778	0.1828	-1.042	0.712	0.09555	10.51	-0.3935	-0.2439
TCGA-A7-A26H-01	TCGA-A7-A26H-01	Primary Tumor	-0.4416	1.591	-0.02574	-0.3335	0.6543	0.7824	0.4095	-0.905	2.243	-0.2645	0.8628	9.7	0.2815	1.271
TCGA-BH-A0EI-01	TCGA-BH-A0EI-01	Primary Tumor	-0.4456	0.6124	-0.6198	-0.6139	1.128	-0.006114	0.7861	0.01398	2.299	0.02794	0.6865	9.616	0.4892	1.143
TCGA-E2-A572-01	TCGA-E2-A572-01	Primary Tumor	-0.4614	-1.277	-0.6529	0.8883	-0.9215	-2.669	-1.143	0.473	1.707	-0.7099	-1.848	11.2	-0.02688	-1.545
TCGA-AC-A62Y-01	TCGA-AC-A62Y-01	Primary Tumor	-0.4754	-0.7615	0.008559	-0.4469	-1.031	6.258	-0.0126	-0.3124	3.182	0.01164	0.1126	10.44	-0.121	-0.8993
TCGA-AN-A0XL-01	TCGA-AN-A0XL-01	Primary Tumor	-0.4982	0.9478	-0.09764	-0.3543	-0.4533	-1.398	0.6024	-0.1802	1.627	-0.2889	-0.003445	9.984	0.3181	0.3346
TCGA-D8-A73W-01	TCGA-D8-A73W-01	Primary Tumor	-0.5012	-0.2993	-0.303	0.4821	1.251	7.379	0.2033	0.103	1.309	0.5637	0.1409	9.908	0.4292	0.5609
TCGA-D8-A27G-01	TCGA-D8-A27G-01	Primary Tumor	-0.5043	-0.005285	0.2673	0.08395	0.2359	4.038	0.4773	0.1436	-2.974	-0.01716	0.3634	9.905	0.2848	0.6689
TCGA-AR-A5QM-01	TCGA-AR-A5QM-01	Primary Tumor	-0.5179	-0.1829	-0.2926	0.02135	-1.585	-0.3991	0.1339	-0.06982	-1.324	0.46	-0.5943	10.83	-0.6755	-0.498
TCGA-E2-A2P6-01	TCGA-E2-A2P6-01	Primary Tumor	-0.5269	0.5181	0.1516	0.1221	-0.4323	-3.254	0.0122	0.1796	-1.611	0.313	0.03755	10.38	-0.5999	-0.3798
TCGA-LL-A9Q3-01	TCGA-LL-A9Q3-01	Primary Tumor	-0.5389	-1.454	-0.07934	0.3917	-2.852	-0.919	-1.122	-1.795	-2.238	-0.2292	-1.081	11.44	-1.404	-1.272
TCGA-AR-A5QN-01	TCGA-AR-A5QN-01	Primary Tumor	-0.5476	0.6631	0.2182	-0.1129	-3.935	-2.57	0.4296	-0.007818	-1.358	0.08394	0.1936	10.43	0.03832	0.08136
TCGA-D8-A1JC-01	TCGA-D8-A1JC-01	Primary Tumor	-0.5483	1.67	-0.01994	-0.4938	1.483	1.43	0.4432	-0.7832	2.938	-0.06406	-0.1428	9.616	-0.2263	1.363
TCGA-AC-A2BM-01	TCGA-AC-A2BM-01	Primary Tumor	-0.5602	1.303	-0.3275	-0.2118	0.764	-2.003	1.094	0.07548	1.63	0.1891	-0.03525	9.818	0.3786	0.5053
TCGA-LL-A740-01	TCGA-LL-A740-01	Primary Tumor	-0.5638	-0.5594	-0.1328	0.5257	-1.668	1.556	0.1085	0.1228	2.848	-0.3892	-0.001845	9.951	-0.2433	-0.2708
TCGA-AQ-A1H2-01	TCGA-AQ-A1H2-01	Primary Tumor	-0.5808	-0.744	-0.3371	0.5953	2.01	0.2104	0.2893	-0.2592	1.483	-0.2855	-0.3546	9.847	-0.955	0.1601
TCGA-BH-A0DD-01	TCGA-BH-A0DD-01	Primary Tumor	-0.5894	2.218	-0.2478	-0.1718	0.6808	-0.8746	1.046	0.07928	2.943	0.2783	-0.4964	10.01	0.5943	2.637
TCGA-A7-A0D9-01	TCGA-A7-A0D9-01	Primary Tumor	-0.5909	-0.09689	-0.5148	-0.07325	-1.816	0.6921	1.468	-0.1732	3.864	-0.6553	0.3845	10.62	0.08452	0.8625
TCGA-E2-A15T-01	TCGA-E2-A15T-01	Primary Tumor	-0.5995	1.967	-0.1771	-1.47	-1.462	0.1264	1.449	0.1589	1.638	-0.07996	0.6982	10.07	0.5818	1.81
TCGA-AR-A0TR-01	TCGA-AR-A0TR-01	Primary Tumor	-0.6082	-0.347	-0.2841	-0.9242	-0.733	-3.254	1.104	0.06318	3.411	-0.4564	-0.1916	10.13	0.8287	0.8185
TCGA-A2-A1FV-01	TCGA-A2-A1FV-01	Primary Tumor	-0.614	1.111	-0.5105	0.3436	1.627	-2.87	1.474	-0.6442	-1.642	-0.9616	-0.06465	8.525	1.128	1.222
TCGA-E9-A1R7-01	TCGA-E9-A1R7-01	Primary Tumor	-0.6303	1.765	-0.1768	0.05365	-0.3298	-2.819	0.7637	-1.248	2.261	-1.666	0.9188	9.679	0.2599	1.954
TCGA-BH-A18L-01	TCGA-BH-A18L-01	Primary Tumor	-0.6624	2.202	-0.1554	-0.8006	-1.045	0.6127	0.4868	0.04558	2.124	-0.2341	0.05895	9.156	0.4821	1.458
TCGA-D8-A1JI-01	TCGA-D8-A1JI-01	Primary Tumor	-0.7485	0.5142	-0.4542	-0.5175	3.526	-2.783	0.7448	-0.08002	1.221	-0.1246	0.1661	9.45	0.3143	0.1261
TCGA-E2-A1IO-01	TCGA-E2-A1IO-01	Primary Tumor	-0.7588	-0.008385	-0.4013	-0.9189	-1.893	-2.453	0.5102	-0.4612	2.461	0.2432	-0.2619	10.01	-0.02858	0.8624
TCGA-BH-A8FZ-01	TCGA-BH-A8FZ-01	Primary Tumor	-0.7733	-0.1399	0.6179	0.9526	-1.305	1.458	0.1222	-0.1005	0.05945	0.2498	-0.4918	9.797	-0.42	-0.04184
TCGA-GM-A2DC-01	TCGA-GM-A2DC-01	Primary Tumor	-0.8105	-0.1167	0.004959	-0.5278	-2.616	-0.687	-0.157	-0.1191	2.133	0.5104	-1.358	9.882	0.03082	-0.1478
TCGA-E9-A1RF-01	TCGA-E9-A1RF-01	Primary Tumor	-0.8251	-0.5438	0.07126	0.7361	-1.741	1.936	0.3795	-0.2764	1.805	-0.3486	0.3336	9.344	-0.3667	-0.2474
TCGA-D8-A1JT-01	TCGA-D8-A1JT-01	Primary Tumor	-0.857	1.098	0.5409	0.1385	0.5524	0.4699	-0.2283	-1.133	2.056	-1.853	0.2002	7.957	0.7463	0.9648
TCGA-GM-A2DI-01	TCGA-GM-A2DI-01	Primary Tumor	-0.8772	0.01201	-0.2598	-0.4117	-0.5584	2.17	1.172	-0.1907	2.185	0.1014	0.4504	10.25	-0.2312	0.4271
TCGA-AC-A3W5-01	TCGA-AC-A3W5-01	Primary Tumor	-0.9175	-0.1818	-0.2285	0.1299	-1.727	3.686	-0.0265	0.2365	0.9029	0.3319	-0.4298	10.54	-0.7024	-0.4904
TCGA-BH-A18S-01	TCGA-BH-A18S-01	Primary Tumor	-0.9774	0.5396	-0.3483	0.09395	0.2952	7.415	0.4482	-0.6619	3.234	-0.9124	-0.192	9.697	0.4813	0.6142
TCGA-AO-A03M-01	TCGA-AO-A03M-01	Primary Tumor	-1.123	0.06311	-0.05384	0.163	-0.3708	2.069	0.4876	-0.7197	3.804	-0.06086	0.7104	9.787	-0.5546	0.4041
TCGA-AC-A4ZE-01	TCGA-AC-A4ZE-01	Primary Tumor	-1.205	0.6689	0.08526	-0.1615	-2.166	-3.254	0.6388	0.1376	0.6642	0.06274	-0.08235	10.69	0.4717	0.1082
TCGA-E9-A5UO-01	TCGA-E9-A5UO-01	Primary Tumor	-1.266	1.891	0.1472	-0.6981	-3.765	-3.254	0.2162	0.3954	3	-0.5998	-0.3865	10.3	-0.1262	0.5066
TCGA-C8-A12T-01	TCGA-C8-A12T-01	Primary Tumor	-1.298	0.2193	-0.003241	0.4069	-0.6376	1.791	0.5844	0.06348	3.154	-0.2548	0.07285	10.14	-0.1954	-0.8441
TCGA-HN-A2NL-01	TCGA-HN-A2NL-01	Primary Tumor	-1.319	1.017	0.7526	0.4504	-1.237	1.236	0.2236	0.1004	-0.3497	-0.6097	-0.646	10.74	0.1228	-0.5913
TCGA-GI-A2C8-01	TCGA-GI-A2C8-01	Primary Tumor	-1.332	-1.754	-0.511	-0.5473	-0.3826	8.189	0.1147	-0.5004	1.034	0.1241	0.5636	9.633	-0.614	0.19
TCGA-E2-A1LL-01	TCGA-E2-A1LL-01	Primary Tumor	-1.336	0.7933	0.01576	-0.3941	2.916	-2.148	0.317	-0.2702	2.009	-0.02396	0.2243	9.865	-0.3976	-2.269
TCGA-D8-A27H-01	TCGA-D8-A27H-01	Primary Tumor	-1.574	-2.968	-0.09494	0.6131	-0.2211	1.521	-0.134	-0.6194	2.434	0.5851	0.1781	9.86	0.4124	-0.1501
TCGA-C8-A12Y-01	TCGA-C8-A12Y-01	Primary Tumor	-1.886	-0.3828	-0.3163	-0.3457	-1.023	-2.383	-1.424	-0.8399	1.474	-1.013	-1.228	9.918	-0.5404	-0.8466
TCGA-AR-A0U3-01	TCGA-AR-A0U3-01	Primary Tumor	-1.945	0.9144	-0.4793	-0.08055	0.5602	3.579	1.635	-0.06892	2.389	-0.9722	1.227	9.6	0.2327	0.2976
TCGA-E9-A1RG-01	TCGA-E9-A1RG-01	Primary Tumor	-2.439	0.5347	0.1179	0.7413	-2.715	-1.527	-1.073	0.02108	2.628	-0.5582	-1.222	10.22	-0.9046	-1.228
TCGA-AR-A24H-01	TCGA-AR-A24H-01	Primary Tumor	-2.688	2.523	0.6694	-0.7096	-1.686	0.3551	1.431	0.01428	0.8991	-0.7809	-1.509	9.523	0.4915	1.44
TCGA-AC-A5EI-01	TCGA-AC-A5EI-01	Primary Tumor														
TCGA-C8-A9FZ-01	TCGA-C8-A9FZ-01	Primary Tumor														
TCGA-BH-A0B9-01	TCGA-BH-A0B9-01	Primary Tumor	1.82	0.3736	0.7071	0.754	-1.553	-0.9886	-0.0392	-0.2746	0.475	-0.9448	-2.235	9.643	0.7903	-0.7725
TCGA-A2-A04T-01	TCGA-A2-A04T-01	Primary Tumor	1.735	-3.269	0.241	0.5051	-0.1845	1.102	0.449	0.03518	3.048	-0.1413	-1.997	9.545	0.8601	-0.3357
TCGA-B6-A0IJ-01	TCGA-B6-A0IJ-01	Primary Tumor	1.693	-2.133	0.3861	1.241	0.1447	-2.612	-0.4842	-0.07342	0.6954	-0.5304	-0.004045	9.829	0.1915	-0.6651
TCGA-AO-A1KP-01	TCGA-AO-A1KP-01	Primary Tumor	1.654	0.6234	0.6272	-0.5566	-0.9286	-1.522	0.2505	-0.7344	1.61	-1.423	0.493	8.613	0.8838	0.6505
TCGA-AN-A0FY-01	TCGA-AN-A0FY-01	Primary Tumor	1.616	0.4609	0.7106	0.5632	-1.64	5.978	0.8999	-0.2325	2.956	-0.006559	-1.508	9.707	0.616	-0.2159
TCGA-A8-A08X-01	TCGA-A8-A08X-01	Primary Tumor	1.565	0.6187	-0.008841	0.7961	-2.051	2.271	1.087	0.1171	1.432	-0.01356	0.4187	10	-0.1676	-0.3705
TCGA-AN-A0AK-01	TCGA-AN-A0AK-01	Primary Tumor	1.514	1.721	0.04226	0.1535	2.159	-0.7635	0.6473	-1.047	2.92	0.1035	0.6879	9.974	-0.48	0.7906
TCGA-AN-A0FK-01	TCGA-AN-A0FK-01	Primary Tumor	1.467	0.4681	-0.553	-0.3762	-0.4985	8.396	0.4642	-0.7166	3.161	-0.3524	0.2522	10.01	-0.02118	0.4312
TCGA-A8-A09W-01	TCGA-A8-A09W-01	Primary Tumor	1.463	0.9791	0.1846	-0.7084	-1.242	-1.833	0.3399	-0.3937	-4.108	-1.196	-1.188	8.825	-0.9329	0.4418
TCGA-AQ-A04J-01	TCGA-AQ-A04J-01	Primary Tumor	1.453	-1.368	0.2633	0.2841	0.1974	4.56	0.5119	-0.7041	1.755	-0.6644	-0.5717	9.201	0.09182	0.107
TCGA-A2-A0CM-01	TCGA-A2-A0CM-01	Primary Tumor	1.423	0.7427	0.4931	0.1556	1.209	2.871	0.5609	-0.2301	1.752	-0.8136	-0.9909	9.549	0.01982	-0.4183
TCGA-AO-A0J2-01	TCGA-AO-A0J2-01	Primary Tumor	1.357	-3.727	0.4285	0.6026	-2.107	-1.02	0.0588	0.1907	2.272	-1.25	-2.643	9.375	-1.149	-1.704
TCGA-E9-A1ND-01	TCGA-E9-A1ND-01	Primary Tumor	1.352	0.3761	0.05626	-0.03815	-0.5516	1.501	0.4548	0.3654	1.308	-0.3479	0.6064	9.104	-0.3929	-0.2244
TCGA-AO-A0J9-01	TCGA-AO-A0J9-01	Primary Tumor	1.318	-0.1593	-0.2323	0.676	-2.563	-1.47	-0.2609	-0.2062	-2.076	-0.4747	0.2894	9.471	-0.04788	-0.1622
TCGA-AO-A0J4-01	TCGA-AO-A0J4-01	Primary Tumor	1.297	-1.878	0.0006594	0.9314	0.7574	-0.5861	0.24	-0.4711	2.153	0.1526	-0.03845	9.534	0.1231	0.1494
TCGA-LL-A441-01	TCGA-LL-A441-01	Primary Tumor	1.28	0.151	0.7897	0.388	-0.554	0.4776	0.4696	-0.1027	1.825	0.2613	-0.006445	10.44	0.01662	0.216
TCGA-AO-A03P-01	TCGA-AO-A03P-01	Primary Tumor	1.263	1.367	0.05086	-0.2238	-2.398	0.2081	0.9443	0.05318	2.276	-1.347	0.1463	9.742	1.722	0.332
TCGA-E2-A2P5-01	TCGA-E2-A2P5-01	Primary Tumor	1.246	0.1125	0.01636	0.4218	-0.7763	1.09	0.6456	0.335	-2.592	0.2513	-0.5043	10.76	-0.2507	-0.4503
TCGA-AN-A03Y-01	TCGA-AN-A03Y-01	Primary Tumor	1.244	0.8628	0.07836	0.968	1.592	6.238	0.6818	0.47	-2.696	-0.04776	0.09585	10.14	-0.1135	0.1405
TCGA-A8-A08C-01	TCGA-A8-A08C-01	Primary Tumor	1.237	-0.1197	-0.5381	-1.233	-0.03126	-1.501	1.314	0.2833	0.1652	0.06194	0.1449	10.01	0.9743	1.087
TCGA-B6-A0IK-01	TCGA-B6-A0IK-01	Primary Tumor	1.236	0.955	-0.08604	0.09125	0.7861	2.394	-0.5461	-2.588	3.254	0.05064	0.6076	9.978	-0.7467	-0.6788
TCGA-BH-A0GZ-01	TCGA-BH-A0GZ-01	Primary Tumor	1.224	0.3	0.09506	-1.016	-1.194	0.8981	-0.1684	-0.124	2.795	-0.3472	-0.2205	10.16	0.05302	0.01726
TCGA-AN-A0FX-01	TCGA-AN-A0FX-01	Primary Tumor	1.221	-0.8611	0.3159	0.2019	-0.1807	-0.5704	0.1778	-0.2616	1.177	1.386	-1.285	10.11	0.7108	-0.1097
TCGA-B6-A0I5-01	TCGA-B6-A0I5-01	Primary Tumor	1.219	-0.8905	-0.2622	0.6323	-2.149	-1.328	-0.5008	-0.2899	0.8217	-0.6018	-0.4242	10.31	-0.3146	-0.346
TCGA-A8-A09C-01	TCGA-A8-A09C-01	Primary Tumor	1.21	-0.1079	0.1348	-0.5886	-1.478	0.7774	0.8144	-0.04742	2.933	-0.3264	0.7205	9.357	0.3642	0.3351
TCGA-A2-A0EQ-01	TCGA-A2-A0EQ-01	Primary Tumor	1.199	0.4915	0.5716	0.4521	0.8544	2.589	0.5305	-0.3083	2.11	-0.3414	0.154	9.711	-0.1338	0.7655
TCGA-B6-A0IP-01	TCGA-B6-A0IP-01	Primary Tumor	1.197	0.6379	0.05276	-0.003455	-0.4253	-0.9545	0.6797	0.1628	-1.684	0.2539	0.2007	10.1	0.5072	0.5776
TCGA-A2-A4RX-01	TCGA-A2-A4RX-01	Primary Tumor	1.187	0.7137	0.3509	0.2543	-1.17	2.516	1.059	0.09458	1.417	1.668	-1.239	10.39	0.5281	0.265
TCGA-A8-A08T-01	TCGA-A8-A08T-01	Primary Tumor	1.185	0.01581	-0.2357	-0.04075	0.3279	-0.2557	0.7924	-0.1014	2.075	-0.1681	0.1445	10.11	1.123	0.7939
TCGA-A2-A0CY-01	TCGA-A2-A0CY-01	Primary Tumor	1.174	-1.086	0.1965	1.841	2.41	3.219	-0.6459	-0.5248	2.349	-0.7105	-0.06985	10.01	0.04542	0.9427
TCGA-A2-A0CP-01	TCGA-A2-A0CP-01	Primary Tumor	1.171	-1.641	-0.2564	-0.2157	-3.037	3.566	-0.1998	-0.02682	1.075	0.5185	-0.1621	10.37	-0.08108	-0.2419
TCGA-AC-A3TM-01	TCGA-AC-A3TM-01	Primary Tumor	1.158	-0.05209	-0.4836	0.2022	-2.853	0.2042	-0.8548	0.4322	-1.372	0.1369	-1.48	11.37	-0.3443	-2.25
TCGA-B6-A3ZX-01	TCGA-B6-A3ZX-01	Primary Tumor	1.156	0.07121	0.5452	-0.1566	-0.8778	-2.523	-0.0547	0.07088	0.166	-0.1712	-0.8721	10.55	0.2763	-0.4836
TCGA-E9-A1N6-01	TCGA-E9-A1N6-01	Primary Tumor	1.155	0.2178	0.2749	0.7748	-0.3129	4.63	0.7271	-0.3639	3.126	-0.3619	0.001655	10.31	-0.3434	0.233
TCGA-A8-A095-01	TCGA-A8-A095-01	Primary Tumor	1.123	2.11	0.02916	-1.087	-1.64	2.458	1.373	-0.3067	1.965	0.02954	-1.163	9.909	0.4979	0.6459
TCGA-D8-A1XJ-01	TCGA-D8-A1XJ-01	Primary Tumor	1.108	1.156	-0.09794	-0.1634	-1.314	6.219	0.9928	-0.2867	2.151	-0.6762	-1.115	9.62	-0.1795	0.5189
TCGA-AO-A0J7-01	TCGA-AO-A0J7-01	Primary Tumor	1.1	1.643	0.04456	0.621	-2.549	-3.254	0.7357	-0.01182	2.104	0.1127	0.3022	10.14	-0.3448	0.07116
TCGA-A8-A07L-01	TCGA-A8-A07L-01	Primary Tumor	1.096	-3.594	-0.2397	-0.1564	0.03714	-0.1027	0.4987	-0.5512	2.153	-0.5063	-0.3133	9.702	-0.252	0.6431
TCGA-AN-A04C-01	TCGA-AN-A04C-01	Primary Tumor	1.095	2.265	0.513	0.298	-1.917	-0.05861	-0.3856	-1.04	2.748	-0.8801	0.1482	9.491	-0.4861	-1.202
TCGA-BH-A0HQ-01	TCGA-BH-A0HQ-01	Primary Tumor	1.095	0.4342	-0.6292	-1.145	-1.052	-0.06811	0.5367	0.05618	1.869	0.5472	0.4419	10.01	0.01662	0.6767
TCGA-A8-A06Y-01	TCGA-A8-A06Y-01	Primary Tumor	1.074	-0.3024	-0.228	0.05535	-0.6381	3.771	0.4546	0.05098	3.286	-0.7064	-0.1483	9.593	-0.5564	0.4897
TCGA-AN-A0FT-01	TCGA-AN-A0FT-01	Primary Tumor	1.068	-0.8858	-0.09944	0.7921	-4.25	1.134	-0.2126	-0.2937	2.884	-1.317	0.7486	9.795	-0.3715	-0.5876
TCGA-B6-A0I9-01	TCGA-B6-A0I9-01	Primary Tumor	1.063	0.9399	-0.06984	0.1537	-2.502	-1.879	0.5387	-0.2152	3.028	-0.2384	1.136	10.26	0.1288	0.9017
TCGA-AR-A0TY-01	TCGA-AR-A0TY-01	Primary Tumor	1.049	0.5656	0.6453	-1.15	-2.71	0.2054	0.2049	-1.601	4.333	-1.084	0.1719	10.3	-0.7986	-0.1155
TCGA-A8-A07F-01	TCGA-A8-A07F-01	Primary Tumor	1.042	1.302	-0.6797	-1.402	-0.1468	2.937	1.003	-0.6069	-2.038	-0.2309	0.4577	9.646	0.5765	0.8176
TCGA-EW-A424-01	TCGA-EW-A424-01	Primary Tumor	1.035	-0.1644	0.3995	0.06715	-1.198	4.349	-0.0901	0.2537	0.06165	0.04654	-0.4197	10.85	0.1834	-0.2343
TCGA-A8-A07R-01	TCGA-A8-A07R-01	Primary Tumor	1.022	1.343	0.7892	0.3253	3.427	4.538	0.4571	-0.136	1.242	0.1895	-2.546	9.158	-0.7991	1.682
TCGA-E2-A10E-01	TCGA-E2-A10E-01	Primary Tumor	1.007	0.8795	-0.02544	-0.3778	0.4806	4.948	1.352	-0.07962	2.132	0.1019	0.6728	9.52	-0.2376	1.037
TCGA-A8-A09D-01	TCGA-A8-A09D-01	Primary Tumor	1.005	-0.5753	0.1609	-0.7823	-1.163	0.5362	0.4908	-0.8297	3.168	-0.2709	0.3623	9.701	-0.354	0.8575
TCGA-A8-A06P-01	TCGA-A8-A06P-01	Primary Tumor	0.9744	-0.4103	-0.5317	-0.3445	-1.845	1.279	0.4348	-0.1046	2.236	-0.123	0.01555	9.969	-0.09418	0.1126
TCGA-BH-A0EB-01	TCGA-BH-A0EB-01	Primary Tumor	0.9688	-0.1906	-0.3816	-0.5065	-1.736	0.3152	0.8949	-0.09932	2.499	-0.8292	0.9055	9.35	0.2832	0.5637
TCGA-BH-A0GY-01	TCGA-BH-A0GY-01	Primary Tumor	0.9657	-0.01919	0.05946	-0.01925	-1.511	2.42	0.8278	-0.6837	2.741	-0.2832	0.5155	10.45	-0.793	0.4855
TCGA-A2-A0CZ-01	TCGA-A2-A0CZ-01	Primary Tumor	0.9621	-1.353	-0.7356	-0.5983	-2.06	0.6349	-0.2206	-0.1672	1.103	0.3015	-0.02985	10.08	0.08762	0.09966
TCGA-GM-A3NY-01	TCGA-GM-A3NY-01	Primary Tumor	0.9492	-0.766	0.06726	0.2886	-0.3355	3.251	-0.1316	-0.2515	-1.697	-0.2994	0.5373	10.01	-0.05378	-0.1139
TCGA-A8-A08A-01	TCGA-A8-A08A-01	Primary Tumor	0.9474	-0.09229	0.09926	-0.6685	-1.899	0.2229	0.3235	0.08528	1.534	0.4115	-0.07235	10.74	0.2168	0.3105
TCGA-AO-A0J8-01	TCGA-AO-A0J8-01	Primary Tumor	0.9106	0.003815	-0.7506	-1.048	-1.422	0.3341	0.4359	-0.09582	-2.848	0.3659	0.2468	10.27	0.1977	0.4044
TCGA-A2-A0ET-01	TCGA-A2-A0ET-01	Primary Tumor	0.9098	1.19	0.1258	-0.4463	0.7894	-1.72	0.916	-0.336	2.619	-0.2583	1.038	10.09	0.7693	0.8533
TCGA-AN-A0FV-01	TCGA-AN-A0FV-01	Primary Tumor	0.8932	0.3104	-0.1926	-0.1813	-1.795	-0.2694	0.8615	0.4316	3.683	-0.6244	0.4157	9.148	-0.5046	0.1403
TCGA-E2-A1LE-01	TCGA-E2-A1LE-01	Primary Tumor	0.8907	-0.1117	-0.006641	-0.3108	-2.473	-0.8656	-0.4516	-0.4007	2.888	0.02404	0.4725	10.74	-1.071	0.9051
TCGA-AN-A0AL-01	TCGA-AN-A0AL-01	Primary Tumor	0.8644	0.1532	-0.09434	1.355	0.4058	2.547	-0.039	-0.1675	2.328	0.08244	0.1306	9.689	-0.7357	-1.429
TCGA-A8-A09N-01	TCGA-A8-A09N-01	Primary Tumor	0.8641	0.6132	-0.421	-0.1762	-1.236	-2.348	1.484	0.1365	2.348	-0.1915	0.01325	9.371	-0.6938	-0.3407
TCGA-A2-A0CQ-01	TCGA-A2-A0CQ-01	Primary Tumor	0.8614	-0.08869	-0.05704	0.06405	0.8461	-1.061	-0.3149	-0.1039	1.564	0.005141	0.001855	10.02	-0.1922	-0.01884
TCGA-A2-A3KC-01	TCGA-A2-A3KC-01	Primary Tumor	0.8601	0.7406	-0.2333	-0.09255	-2.3	-0.8584	0.8527	-0.07132	-0.7652	0.3928	0.4662	10.13	0.3085	0.44
TCGA-BH-A1FD-01	TCGA-BH-A1FD-01	Primary Tumor	0.8517	0.2461	0.06466	0.1961	2.066	5.473	0.8055	0.1962	0.9119	-0.3904	-0.04485	9.599	-0.07518	-0.6264
TCGA-BH-A0BD-01	TCGA-BH-A0BD-01	Primary Tumor	0.8497	1.265	-0.1002	-1.123	0.8536	2.618	0.6909	-0.2083	2.344	0.1106	0.6111	9.762	-0.1331	0.7825
TCGA-GI-A2C9-01	TCGA-GI-A2C9-01	Primary Tumor	0.8492	-3.609	-0.002741	1.153	1.83	1.071	0.0952	-0.7433	1.875	-0.4647	0.5838	9.765	-0.6964	-0.04364
TCGA-A8-A092-01	TCGA-A8-A092-01	Primary Tumor	0.8382	2.913	0.2506	-0.2047	-0.06196	3.847	0.7635	-0.07942	2.342	0.03134	0.04435	9.216	-0.3047	1.234
TCGA-A8-A0AB-01	TCGA-A8-A0AB-01	Primary Tumor	0.8356	1.907	0.04296	-1.091	-0.8704	2.448	1.307	0.186	-2.541	-0.1257	-0.4906	9.599	0.6645	1.696
TCGA-AC-A2FE-01	TCGA-AC-A2FE-01	Primary Tumor	0.832	-0.09549	0.1178	0.05205	-1.964	-1.22	0.3745	0.1248	0.4244	0.1794	0.2831	10.38	0.05002	0.1448
